[INFO] -  * Running on http://0.0.0.0:5006/ (Press CTRL+C to quit)
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:38:16] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:38:26] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:38:36] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:38:46] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:38:56] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:39:06] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:39:16] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:39:26] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:39:36] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:39:46] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:39:56] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:40:06] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:40:17] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:40:27] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:40:37] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:40:47] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:40:57] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
[INFO] - 127.0.0.1 - - [24/Sep/2019 13:41:07] "GET /necos/db/IoTService_sliced/5-113/vdus HTTP/1.1" 200 -
